File Name	Genotype
A_Canada_goose_Luxembourg_22012198_2022.fa	Not assigned: No Matching Genotypes
A_canada_goose_Missouri_24_006385-003_2024.fa	B3.7
A_canada_goose_New_Mexico_24_005749-001_2024.fa	B3.6
A_Canada_Goose_NewYork_9190_2022.fa	B1.3
A_Canada_goose_New_York_NYCVH-22-6038_2022.fa	B1.3
A_Canada_goose_NewYork_NYCVH-22-6038_2022.fa	B1.3
A_Canada_goose_New_York_NYCVH-22-9190_2022.fa	B1.3
A_Canada_goose_New_York_NYCVH-23-453_2023.fa	B3.2
A_Canada_goose_NewYork_NYCVH-23-453_2023.fa	B3.2
A_Canada_goose_North_Carolina_W24-51_2024.fa	C2.1
A_Canada_goose_North_Carolina_W24-90A_2024.fa	C2.1
A_Canada_goose_South_Carolina_24-004559-002_2024.fa	Minor89
A_Canada_goose_Sweden_SVA210209SZ0420_KN000345_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Canada_goose_Sweden_SVA210302SZ0455_KN000714_SKsim_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Canada_goose_Sweden_SVA210305SZ0255_KN000797_SK_2021.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Canada_Goose_Sweden_SVA210330SZ0426_FB001307_E-2021.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_Canada_goose_Sweden_SVA210331SZ_FB001326_W-2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Canada_goose_Sweden_SVA210407SZ0510_FB001379_O-2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Canada_goose_Sweden_V978_06.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Canade_goose_Sweden_SVA210304SZ0320_KN000779_SK_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_canine_China_GX30_2023.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_canvasback_Xianghai_428_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_caracal_Poland_H303-P_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Carolina_Duck_England_128445_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Caspian_gull_Netherlands_1_2022.fa	Not assigned: No Matching Genotypes
A_Caspian_gull_Netherlands_1_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Caspian_Gull_Netherlands_2_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Caspian_gull_Netherlands_2_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Caspian_Gull_Netherlands_3_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Caspian_gull_Netherlands_3_2023.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Caspian_Gull_Netherlands_4_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Caspian_Gull_Netherlands_5_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Caspian_Gull_Netherlands_6_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_caspian_gull_Switzerland_V247-L02004_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_CastillaLaMancha_3739_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cat_France_22P026544_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cat_Germany_606_2006_.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cat_Poland_Gda1_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_cat_Sichuan_SC18_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cat_Thailand_KU-02_04.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cat_Zhejiang_C1_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_cat_Zhejiang_C2_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_C_Gull_NL-Slootdorp_16014102-003_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Changsha_1_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Changsha_1_2022.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_chestnut_munia_Hong_Kong_2442_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Chichen_Sweden_SVA210313SZ0001_KN066654-IP15_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_Adygea_203_06.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Afghanistan_1207_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Afghanistan_1573-47_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Afghanistan_1573-65_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Afghanistan_1573-7_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Afghanistan_1573-92_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_124-3705_98.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-03202-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-03203-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-03336-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-04479-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-07048-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-07181-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-08115-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-08545-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-08553-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_CPA-20747_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascalientes_IA13_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aguascallientes_CPA-08331-19_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aichi_2_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Aichi_22A3T_2022.fa	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file
A_chicken_Aichi_T1_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Chicken_Al-Ahsaa_AI7_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_Chicken_Al-Ahsaa_AI8_2017.fa	Not assigned: Only 1 segments >98.0% match found of total 8 segments in input file
A_chicken_Alaska_22-013107-001_2022.fa	B4.1
A_chicken_Alaska_22-013107-002_2022.fa	B4.1
A_chicken_Alaska_22-023555-001_2022.fa	B4.1
A_chicken_Alaska_22-031261-003_2022.fa	B3.2
A_chicken_Alaska_22-032677-003_2022.fa	B3.2
A_chicken_Albania_2574_21VIR5387-1_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_Albania_3816_21VIR5387-2_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_Albania_D381-22_22VIR3125-1_2022.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_AL_Suez_184_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_1089_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_2.22_YHZGS004-O_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_39_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Chicken_Anhui_39_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_8.28_YHZGS017-O_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_9.29_YHZGS014-O_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_AH325_2015.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_MZ33_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_MZ34_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_QD1_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Anhui_T6_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Araucania_239189-2_2023.fa	B3.2
A_chicken_Araucania_239569-1_2023.fa	B3.2
A_chicken_Araucania_239569-2_2023.fa	B3.2
A_chicken_Araucania_240481-1_2023.fa	B3.2
A_chicken_Araucania_241892-2_2023.fa	B3.2
A_chicken_Araucania_241914-1_2023.fa	B3.2
A_chicken_Arkansas_23-037422-001-original_2023.fa	B3.6
A_chicken_Arkansas_23-037422-002-original_2023.fa	B3.6
A_chicken_Arkansas_23-037636-002-original_2023.fa	B3.6
A_chicken_Assam_140187_2008.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Assam_140203_2008.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Assam_142007_2008.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Astrakhan_2171-1_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_Astrakhan_3131_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Astrakhan_321-06_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_Astrakhan_321-09_2020.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_chicken_Austria_21052483_21VIR3291-1_2021.fa	Not assigned: Only 2 segments >98.0% match found of total 8 segments in input file
A_Chicken_Austria_21146859-002_2021.fa	Not assigned: No Matching Genotypes
A_chicken_Austria_23003433-002_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_chicken_Austria_23006928-026_2023.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_chicken_Austria_2514-19_22VIR11382-1_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_chicken_Austria_2514-20_22VIR11382-2_2022.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_Chicken_Ayutthaya_Thailand_CU-23_04.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bac_Giang_07-74_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bac_Lieu_07-10_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bac_Lieu_1214_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bac_Lieu_AI250_2012.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
A_chicken_Bac_Lieu_AI281_2013.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_chicken_Bali_U8661_2009.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bali_UT2091_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bali_UT2092_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Chicken_Bandar_Lampung_BBPPV1-III_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_01C209_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_0411_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_08C176_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_0912_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_1012_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_10C463_2022.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_11303_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_1151-10_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_1151-11_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_1151-9_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_11RS-1984-30_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-10_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-11_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-1_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-12_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-13_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-14_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-15_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-16_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-17_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-18_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-19_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-2_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-3_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-4_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-5_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-6_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-7_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_12VIR-7140-8_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_15078_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_15079_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_15083_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_15085_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_18061_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_18065_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_18248_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_18B557_2022.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_18B569_2022.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_19D1833_2022.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_19D1836_2022.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_22478_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_22482_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_23974_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_24944_2015.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_30065_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_3012_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_3072_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_3075_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_31289-1_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_32747_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_32806_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_33167_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_33395_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_34722_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_35579_2018.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_4058_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_4070T_2011.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_42010_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_49967_2021.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_49971_2021.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_50597_2021.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_9636_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_BL-4_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_BL-470_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_BM18B59_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_C2_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_C3_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_C4_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_C5_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_C6_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-1613_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-1614_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-2109_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-3237_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-8051_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-8052_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-8251_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-8323_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-8468_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangladesh_NRL-AI-8469_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangli_Bali_BBPV6-1_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bangli_Bali_BPPV6-2_2004.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Banten_UT6025_2006.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Chicken_Bantul_BBVet-I_2005.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Banyuwangi_04160330_2016.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_Chicken_Ba_Ria_VungTau_10263_2013.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_chicken_Ba_Ria-Vung_Tau_21078VTC_2019.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Ba_Ria_Vung_Tau_AI057_2013.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_chicken_Ba_Rja_Vung_Tau_AI106_2014.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_chicken_Ba_Rja_Vung_Tau_AI131_2014.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_Chicken_BC_AIVPHL-151_2022.fa	B4.1
A_Chicken_BC_AIVPHL-153_2022.fa	B4.1
A_Chicken_BC_AIVPHL-412_2022.fa	B3.2
A_chicken_Beijing_BJ7_2014.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Belgium_150VB_1999.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Belgium_807_2017.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bengkulu_RJL24_2013.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Benin_6693-16_2007.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Ben_Tre_AI129_2014.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_01CL140_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_01TR12_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_1026_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_1028_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_1029_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_1030_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_1031_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_248006_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_248007_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_248009_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_248015_2010.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_257_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_258_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_259_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_260_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_265_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_297_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_298_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_317_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_330_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_331_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_345_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_346_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_347_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_349_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_352_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_359_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_367_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_406_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_407_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_413_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_414_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_415_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_416_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_417_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_418_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_505_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_507_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_933_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_934_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_935_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Bhutan_936_2012.fa	Not assigned: Only 0 segments >98.0% match found of total 8 segments in input file
A_chicken_Binh_Dinh_AI300_2014.fa	Not assigned: Only 4 segments >98.0% match found of total 8 segments in input file
A_chicken_Binh_Dinh_AI301_2014.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file
